Rk,G,Date,Age,Home vs Away,Opp,Win/Loss by:,GS,3P,3PA,3P%,Time Rested,Name
48,36.0,2018-01-28,25,Home,LAL,W (+12),0,1.0,2.0,0.5,2.0,Delon Wright
49,37.0,2018-01-30,25,Home,MIN,W (+5),0,0.0,1.0,0.0,2.0,Delon Wright
50,38.0,2018-02-01,25,Away,WAS,L (-3),0,0.0,1.0,0.0,2.0,Delon Wright
51,39.0,2018-02-02,25,Home,POR,W (+25),0,2.0,3.0,0.667,1.0,Delon Wright
52,40.0,2018-02-04,25,Home,MEM,W (+15),0,1.0,4.0,0.25,2.0,Delon Wright
53,41.0,2018-02-06,25,Home,BOS,W (+20),0,1.0,4.0,0.25,2.0,Delon Wright
54,42.0,2018-02-08,25,Home,NYK,W (+25),0,1.0,1.0,1.0,2.0,Delon Wright
55,43.0,2018-02-11,25,Away,CHO,W (+20),0,0.0,2.0,0.0,3.0,Delon Wright
56,44.0,2018-02-13,25,Home,MIA,W (+3),0,2.0,3.0,0.667,2.0,Delon Wright
57,45.0,2018-02-14,25,Away,CHI,W (+24),0,1.0,3.0,0.33299999999999996,1.0,Delon Wright
58,46.0,2018-02-23,25,Home,MIL,L (-3),0,0.0,2.0,0.0,9.0,Delon Wright
59,47.0,2018-02-26,25,Home,DET,W (+29),0,2.0,3.0,0.667,3.0,Delon Wright
60,48.0,2018-02-28,25,Away,ORL,W (+13),0,0.0,2.0,0.0,2.0,Delon Wright
61,49.0,2018-03-02,25,Away,WAS,W (+7),0,0.0,3.0,0.0,2.0,Delon Wright
62,50.0,2018-03-04,25,Home,CHO,W (+5),0,0.0,0.0,,2.0,Delon Wright
63,51.0,2018-03-06,25,Home,ATL,W (+16),0,0.0,2.0,0.0,2.0,Delon Wright
64,52.0,2018-03-07,25,Away,DET,W (+2),0,0.0,0.0,,1.0,Delon Wright
65,,2018-03-09,25,Home,HOU,W (+3),Inactive,,,,2.0,Delon Wright
66,53.0,2018-03-11,25,Away,NYK,W (+26),0,2.0,2.0,1.0,2.0,Delon Wright
67,54.0,2018-03-13,25,Away,BRK,W (+14),0,2.0,4.0,0.5,2.0,Delon Wright
68,55.0,2018-03-15,25,Away,IND,W (+7),0,0.0,2.0,0.0,2.0,Delon Wright
69,56.0,2018-03-16,25,Home,DAL,W (+7),1,3.0,7.0,0.429,1.0,Delon Wright
70,57.0,2018-03-18,25,Home,OKC,L (-7),0,1.0,2.0,0.5,2.0,Delon Wright
71,58.0,2018-03-20,25,Away,ORL,W (+7),0,0.0,2.0,0.0,2.0,Delon Wright
72,59.0,2018-03-21,25,Away,CLE,L (-3),0,2.0,3.0,0.667,1.0,Delon Wright
73,60.0,2018-03-23,25,Home,BRK,W (+4),0,1.0,2.0,0.5,2.0,Delon Wright
74,61.0,2018-03-25,25,Home,LAC,L (-11),0,0.0,1.0,0.0,2.0,Delon Wright
75,62.0,2018-03-27,25,Home,DEN,W (+4),0,2.0,2.0,1.0,2.0,Delon Wright
76,63.0,2018-03-31,25,Away,BOS,L (-11),0,0.0,1.0,0.0,4.0,Delon Wright
77,64.0,2018-04-03,25,Away,CLE,L (-6),0,1.0,3.0,0.33299999999999996,3.0,Delon Wright
78,65.0,2018-04-04,25,Home,BOS,W (+18),0,0.0,0.0,,1.0,Delon Wright
79,66.0,2018-04-06,25,Home,IND,W (+19),0,1.0,5.0,0.2,2.0,Delon Wright
80,67.0,2018-04-08,25,Home,ORL,W (+11),0,2.0,4.0,0.5,2.0,Delon Wright
81,68.0,2018-04-09,25,Away,DET,W (+10),0,0.0,1.0,0.0,1.0,Delon Wright
82,69.0,2018-04-11,25,Away,MIA,L (-7),0,1.0,4.0,0.25,2.0,Delon Wright
1,1.0,2018-04-14,25,Home,WAS,W (+8),0,3.0,4.0,0.75,3.0,Delon Wright
2,2.0,2018-04-17,25,Home,WAS,W (+11),0,1.0,4.0,0.25,3.0,Delon Wright
3,3.0,2018-04-20,25,Away,WAS,L (-19),0,0.0,2.0,0.0,3.0,Delon Wright
4,4.0,2018-04-22,25,Away,WAS,L (-8),0,1.0,3.0,0.33299999999999996,2.0,Delon Wright
5,5.0,2018-04-25,25,Home,WAS,W (+10),0,2.0,2.0,1.0,3.0,Delon Wright
6,6.0,2018-04-27,26,Away,WAS,W (+10),0,0.0,0.0,,2.0,Delon Wright
7,7.0,2018-05-01,26,Home,CLE,L (-1),0,1.0,2.0,0.5,4.0,Delon Wright
8,8.0,2018-05-03,26,Home,CLE,L (-18),0,1.0,2.0,0.5,2.0,Delon Wright
9,9.0,2018-05-05,26,Away,CLE,L (-2),0,0.0,1.0,0.0,2.0,Delon Wright
10,10.0,2018-05-07,26,Away,CLE,L (-35),0,0.0,1.0,0.0,2.0,Delon Wright
1,1.0,2017-10-19,30,Home,CHI,W (+17),0,6.0,9.0,0.667,N/A,CJ Miles
2,2.0,2017-10-21,30,Home,PHI,W (+34),0,1.0,6.0,0.16699999999999998,2.0,CJ Miles
3,3.0,2017-10-23,30,Away,SAS,L (-4),0,3.0,7.0,0.429,2.0,CJ Miles
4,4.0,2017-10-25,30,Away,GSW,L (-5),0,2.0,8.0,0.25,2.0,CJ Miles
5,5.0,2017-10-27,30,Away,LAL,W (+9),0,2.0,7.0,0.28600000000000003,2.0,CJ Miles
6,6.0,2017-10-30,30,Away,POR,W (+14),0,1.0,3.0,0.33299999999999996,3.0,CJ Miles
7,7.0,2017-11-01,30,Away,DEN,L (-18),0,1.0,1.0,1.0,2.0,CJ Miles
8,,2017-11-03,30,Away,UTA,W (+9),Inactive,,,,2.0,CJ Miles
9,8.0,2017-11-05,30,Home,WAS,L (-11),0,0.0,3.0,0.0,2.0,CJ Miles
10,9.0,2017-11-07,30,Home,CHI,W (+5),0,3.0,6.0,0.5,2.0,CJ Miles
11,10.0,2017-11-09,30,Home,NOP,W (+4),0,2.0,8.0,0.25,2.0,CJ Miles
12,11.0,2017-11-12,30,Away,BOS,L (-1),0,2.0,5.0,0.4,3.0,CJ Miles
13,12.0,2017-11-14,30,Away,HOU,W (+16),0,6.0,9.0,0.667,2.0,CJ Miles
14,13.0,2017-11-15,30,Away,NOP,W (+9),0,5.0,9.0,0.556,1.0,CJ Miles
15,14.0,2017-11-17,30,Home,NYK,W (+23),0,2.0,4.0,0.5,2.0,CJ Miles
16,15.0,2017-11-19,30,Home,WAS,W (+9),0,3.0,9.0,0.33299999999999996,2.0,CJ Miles
17,16.0,2017-11-22,30,Away,NYK,L (-8),0,3.0,8.0,0.375,3.0,CJ Miles
18,,2017-11-24,30,Away,IND,L (-3),Inactive,,,,2.0,CJ Miles
19,,2017-11-25,30,Away,ATL,W (+34),Inactive,,,,1.0,CJ Miles
20,17.0,2017-11-29,30,Home,CHO,W (+13),0,1.0,6.0,0.16699999999999998,4.0,CJ Miles
21,18.0,2017-12-01,30,Home,IND,W (+5),0,2.0,7.0,0.28600000000000003,2.0,CJ Miles
22,19.0,2017-12-05,30,Home,PHO,W (+13),0,3.0,7.0,0.429,4.0,CJ Miles
23,20.0,2017-12-08,30,Away,MEM,W (+9),0,0.0,4.0,0.0,3.0,CJ Miles
24,21.0,2017-12-10,30,Away,SAC,W (+15),0,1.0,8.0,0.125,2.0,CJ Miles
25,22.0,2017-12-11,30,Away,LAC,L (-5),0,3.0,4.0,0.75,1.0,CJ Miles
26,23.0,2017-12-13,30,Away,PHO,W (+6),0,1.0,3.0,0.33299999999999996,2.0,CJ Miles
27,,2017-12-15,30,Home,BRK,W (+33),Did Not Play,,,,2.0,CJ Miles
28,24.0,2017-12-17,30,Home,SAC,W (+15),1,2.0,7.0,0.28600000000000003,2.0,CJ Miles
29,,2017-12-20,30,Away,CHO,W (+18),Inactive,,,,3.0,CJ Miles
30,,2017-12-21,30,Away,PHI,W (+5),Inactive,,,,1.0,CJ Miles
31,,2017-12-23,30,Home,PHI,W (+16),Inactive,,,,2.0,CJ Miles
32,25.0,2017-12-26,30,Away,DAL,L (-5),0,1.0,3.0,0.33299999999999996,3.0,CJ Miles
33,26.0,2017-12-27,30,Away,OKC,L (-17),0,6.0,12.0,0.5,1.0,CJ Miles
34,27.0,2017-12-29,30,Home,ATL,W (+13),1,3.0,6.0,0.5,2.0,CJ Miles
35,28.0,2018-01-01,30,Home,MIL,W (+4),0,2.0,4.0,0.5,3.0,CJ Miles
36,29.0,2018-01-03,30,Away,CHI,W (+9),0,2.0,7.0,0.28600000000000003,2.0,CJ Miles
37,30.0,2018-01-05,30,Away,MIL,W (+19),0,2.0,6.0,0.33299999999999996,2.0,CJ Miles
38,31.0,2018-01-08,30,Away,BRK,W (+1),0,1.0,6.0,0.16699999999999998,3.0,CJ Miles
39,32.0,2018-01-09,30,Home,MIA,L (-1),0,3.0,5.0,0.6,1.0,CJ Miles
40,33.0,2018-01-11,30,Home,CLE,W (+34),1,4.0,7.0,0.5710000000000001,2.0,CJ Miles
41,34.0,2018-01-13,30,Home,GSW,L (-2),0,2.0,7.0,0.28600000000000003,2.0,CJ Miles
42,35.0,2018-01-15,30,Away,PHI,L (-6),0,2.0,9.0,0.222,2.0,CJ Miles
43,36.0,2018-01-17,30,Home,DET,W (+5),0,5.0,12.0,0.41700000000000004,2.0,CJ Miles
44,37.0,2018-01-19,30,Home,SAS,W (+3),0,1.0,4.0,0.25,2.0,CJ Miles
45,38.0,2018-01-20,30,Away,MIN,L (-6),0,1.0,6.0,0.16699999999999998,1.0,CJ Miles
46,39.0,2018-01-24,30,Away,ATL,W (+15),0,2.0,4.0,0.5,4.0,CJ Miles
47,40.0,2018-01-26,30,Home,UTA,L (-4),0,2.0,6.0,0.33299999999999996,2.0,CJ Miles
48,41.0,2018-01-28,30,Home,LAL,W (+12),0,3.0,9.0,0.33299999999999996,2.0,CJ Miles
49,,2018-01-30,30,Home,MIN,W (+5),Inactive,,,,2.0,CJ Miles
50,,2018-02-01,30,Away,WAS,L (-3),Inactive,,,,2.0,CJ Miles
51,,2018-02-02,30,Home,POR,W (+25),Inactive,,,,1.0,CJ Miles
52,42.0,2018-02-04,30,Home,MEM,W (+15),0,1.0,2.0,0.5,2.0,CJ Miles
53,43.0,2018-02-06,30,Home,BOS,W (+20),0,5.0,7.0,0.7140000000000001,2.0,CJ Miles
54,44.0,2018-02-08,30,Home,NYK,W (+25),0,3.0,5.0,0.6,2.0,CJ Miles
55,45.0,2018-02-11,30,Away,CHO,W (+20),0,6.0,9.0,0.667,3.0,CJ Miles
56,46.0,2018-02-13,30,Home,MIA,W (+3),0,2.0,10.0,0.2,2.0,CJ Miles
57,47.0,2018-02-14,30,Away,CHI,W (+24),0,1.0,2.0,0.5,1.0,CJ Miles
58,48.0,2018-02-23,30,Home,MIL,L (-3),0,2.0,7.0,0.28600000000000003,9.0,CJ Miles
59,49.0,2018-02-26,30,Home,DET,W (+29),0,2.0,6.0,0.33299999999999996,3.0,CJ Miles
60,50.0,2018-02-28,30,Away,ORL,W (+13),0,2.0,7.0,0.28600000000000003,2.0,CJ Miles
61,51.0,2018-03-02,30,Away,WAS,W (+7),0,6.0,9.0,0.667,2.0,CJ Miles
62,52.0,2018-03-04,30,Home,CHO,W (+5),0,2.0,9.0,0.222,2.0,CJ Miles
63,53.0,2018-03-06,30,Home,ATL,W (+16),0,4.0,9.0,0.444,2.0,CJ Miles
64,54.0,2018-03-07,30,Away,DET,W (+2),0,2.0,7.0,0.28600000000000003,1.0,CJ Miles
65,55.0,2018-03-09,30,Home,HOU,W (+3),0,2.0,7.0,0.28600000000000003,2.0,CJ Miles
66,56.0,2018-03-11,30,Away,NYK,W (+26),0,3.0,6.0,0.5,2.0,CJ Miles
67,57.0,2018-03-13,30,Away,BRK,W (+14),0,3.0,6.0,0.5,2.0,CJ Miles
68,58.0,2018-03-15,30,Away,IND,W (+7),0,3.0,7.0,0.429,2.0,CJ Miles
69,59.0,2018-03-16,30,Home,DAL,W (+7),0,0.0,3.0,0.0,1.0,CJ Miles
70,60.0,2018-03-18,31,Home,OKC,L (-7),0,3.0,9.0,0.33299999999999996,2.0,CJ Miles
71,61.0,2018-03-20,31,Away,ORL,W (+7),0,1.0,7.0,0.14300000000000002,2.0,CJ Miles
72,,2018-03-21,31,Away,CLE,L (-3),Inactive,,,,1.0,CJ Miles
73,,2018-03-23,31,Home,BRK,W (+4),Inactive,,,,2.0,CJ Miles
74,62.0,2018-03-25,31,Home,LAC,L (-11),0,3.0,10.0,0.3,2.0,CJ Miles
75,63.0,2018-03-27,31,Home,DEN,W (+4),0,1.0,7.0,0.14300000000000002,2.0,CJ Miles
76,64.0,2018-03-31,31,Away,BOS,L (-11),0,0.0,5.0,0.0,4.0,CJ Miles
77,65.0,2018-04-03,31,Away,CLE,L (-6),0,2.0,5.0,0.4,3.0,CJ Miles
78,66.0,2018-04-04,31,Home,BOS,W (+18),0,1.0,5.0,0.2,1.0,CJ Miles
79,67.0,2018-04-06,31,Home,IND,W (+19),0,0.0,3.0,0.0,2.0,CJ Miles
80,68.0,2018-04-08,31,Home,ORL,W (+11),0,5.0,10.0,0.5,2.0,CJ Miles
81,69.0,2018-04-09,31,Away,DET,W (+10),0,1.0,7.0,0.14300000000000002,1.0,CJ Miles
82,70.0,2018-04-11,31,Away,MIA,L (-7),0,1.0,7.0,0.14300000000000002,2.0,CJ Miles
1,1.0,2018-04-14,31,Home,WAS,W (+8),0,4.0,7.0,0.5710000000000001,3.0,CJ Miles
2,2.0,2018-04-17,31,Home,WAS,W (+11),0,4.0,6.0,0.667,3.0,CJ Miles
3,3.0,2018-04-20,31,Away,WAS,L (-19),0,1.0,5.0,0.2,3.0,CJ Miles
4,4.0,2018-04-22,31,Away,WAS,L (-8),0,0.0,3.0,0.0,2.0,CJ Miles
5,5.0,2018-04-25,31,Home,WAS,W (+10),0,2.0,7.0,0.28600000000000003,3.0,CJ Miles
6,6.0,2018-04-27,31,Away,WAS,W (+10),0,1.0,3.0,0.33299999999999996,2.0,CJ Miles
7,7.0,2018-05-01,31,Home,CLE,L (-1),0,2.0,3.0,0.667,4.0,CJ Miles
8,8.0,2018-05-03,31,Home,CLE,L (-18),0,2.0,2.0,1.0,2.0,CJ Miles
9,9.0,2018-05-05,31,Away,CLE,L (-2),0,3.0,7.0,0.429,2.0,CJ Miles
10,10.0,2018-05-07,31,Away,CLE,L (-35),1,0.0,2.0,0.0,2.0,CJ Miles
1,1.0,2017-10-19,24,Home,CHI,W (+17),1,3.0,6.0,0.5,N/A,Norman Powell
2,2.0,2017-10-21,24,Home,PHI,W (+34),1,0.0,1.0,0.0,2.0,Norman Powell
3,3.0,2017-10-23,24,Away,SAS,L (-4),1,0.0,3.0,0.0,2.0,Norman Powell
4,4.0,2017-10-25,24,Away,GSW,L (-5),1,0.0,1.0,0.0,2.0,Norman Powell
5,5.0,2017-10-27,24,Away,LAL,W (+9),1,0.0,3.0,0.0,2.0,Norman Powell
6,6.0,2017-10-30,24,Away,POR,W (+14),1,2.0,4.0,0.5,3.0,Norman Powell
7,7.0,2017-11-01,24,Away,DEN,L (-18),1,1.0,5.0,0.2,2.0,Norman Powell
8,8.0,2017-11-03,24,Away,UTA,W (+9),1,2.0,4.0,0.5,2.0,Norman Powell
9,9.0,2017-11-05,24,Home,WAS,L (-11),1,1.0,4.0,0.25,2.0,Norman Powell
10,10.0,2017-11-07,24,Home,CHI,W (+5),1,1.0,3.0,0.33299999999999996,2.0,Norman Powell
11,11.0,2017-11-09,24,Home,NOP,W (+4),1,2.0,5.0,0.4,2.0,Norman Powell
12,12.0,2017-11-12,24,Away,BOS,L (-1),1,0.0,0.0,,3.0,Norman Powell
13,,2017-11-14,24,Away,HOU,W (+16),Inactive,,,,2.0,Norman Powell
14,,2017-11-15,24,Away,NOP,W (+9),Inactive,,,,1.0,Norman Powell
15,,2017-11-17,24,Home,NYK,W (+23),Inactive,,,,2.0,Norman Powell
16,,2017-11-19,24,Home,WAS,W (+9),Inactive,,,,2.0,Norman Powell
17,13.0,2017-11-22,24,Away,NYK,L (-8),0,3.0,4.0,0.75,3.0,Norman Powell
18,14.0,2017-11-24,24,Away,IND,L (-3),0,1.0,5.0,0.2,2.0,Norman Powell
19,15.0,2017-11-25,24,Away,ATL,W (+34),0,3.0,6.0,0.5,1.0,Norman Powell
20,16.0,2017-11-29,24,Home,CHO,W (+13),0,2.0,5.0,0.4,4.0,Norman Powell
21,17.0,2017-12-01,24,Home,IND,W (+5),0,1.0,5.0,0.2,2.0,Norman Powell
22,18.0,2017-12-05,24,Home,PHO,W (+13),0,0.0,2.0,0.0,4.0,Norman Powell
23,19.0,2017-12-08,24,Away,MEM,W (+9),0,0.0,1.0,0.0,3.0,Norman Powell
24,20.0,2017-12-10,24,Away,SAC,W (+15),0,0.0,1.0,0.0,2.0,Norman Powell
25,21.0,2017-12-11,24,Away,LAC,L (-5),0,0.0,3.0,0.0,1.0,Norman Powell
26,22.0,2017-12-13,24,Away,PHO,W (+6),0,0.0,2.0,0.0,2.0,Norman Powell
27,23.0,2017-12-15,24,Home,BRK,W (+33),0,1.0,1.0,1.0,2.0,Norman Powell
28,24.0,2017-12-17,24,Home,SAC,W (+15),0,2.0,2.0,1.0,2.0,Norman Powell
29,25.0,2017-12-20,24,Away,CHO,W (+18),0,0.0,4.0,0.0,3.0,Norman Powell
30,26.0,2017-12-21,24,Away,PHI,W (+5),0,0.0,1.0,0.0,1.0,Norman Powell
31,27.0,2017-12-23,24,Home,PHI,W (+16),0,2.0,4.0,0.5,2.0,Norman Powell
32,28.0,2017-12-26,24,Away,DAL,L (-5),0,1.0,4.0,0.25,3.0,Norman Powell
33,29.0,2017-12-27,24,Away,OKC,L (-17),0,0.0,4.0,0.0,1.0,Norman Powell
34,30.0,2017-12-29,24,Home,ATL,W (+13),0,1.0,5.0,0.2,2.0,Norman Powell
35,,2018-01-01,24,Home,MIL,W (+4),Did Not Play,,,,3.0,Norman Powell
36,31.0,2018-01-03,24,Away,CHI,W (+9),0,0.0,1.0,0.0,2.0,Norman Powell
37,32.0,2018-01-05,24,Away,MIL,W (+19),0,0.0,1.0,0.0,2.0,Norman Powell
38,33.0,2018-01-08,24,Away,BRK,W (+1),0,0.0,0.0,,3.0,Norman Powell
39,34.0,2018-01-09,24,Home,MIA,L (-1),0,0.0,3.0,0.0,1.0,Norman Powell
40,35.0,2018-01-11,24,Home,CLE,W (+34),0,2.0,5.0,0.4,2.0,Norman Powell
41,36.0,2018-01-13,24,Home,GSW,L (-2),0,0.0,0.0,,2.0,Norman Powell
42,37.0,2018-01-15,24,Away,PHI,L (-6),0,0.0,0.0,,2.0,Norman Powell
43,38.0,2018-01-17,24,Home,DET,W (+5),0,1.0,3.0,0.33299999999999996,2.0,Norman Powell
44,39.0,2018-01-19,24,Home,SAS,W (+3),0,0.0,0.0,,2.0,Norman Powell
45,,2018-01-20,24,Away,MIN,L (-6),Did Not Play,,,,1.0,Norman Powell
46,40.0,2018-01-24,24,Away,ATL,W (+15),0,0.0,1.0,0.0,4.0,Norman Powell
47,,2018-01-26,24,Home,UTA,L (-4),Did Not Play,,,,2.0,Norman Powell
48,,2018-01-28,24,Home,LAL,W (+12),Did Not Play,,,,2.0,Norman Powell
49,41.0,2018-01-30,24,Home,MIN,W (+5),0,2.0,5.0,0.4,2.0,Norman Powell
50,42.0,2018-02-01,24,Away,WAS,L (-3),0,2.0,3.0,0.667,2.0,Norman Powell
51,43.0,2018-02-02,24,Home,POR,W (+25),0,1.0,1.0,1.0,1.0,Norman Powell
52,44.0,2018-02-04,24,Home,MEM,W (+15),0,0.0,2.0,0.0,2.0,Norman Powell
53,45.0,2018-02-06,24,Home,BOS,W (+20),0,1.0,1.0,1.0,2.0,Norman Powell
54,46.0,2018-02-08,24,Home,NYK,W (+25),0,0.0,2.0,0.0,2.0,Norman Powell
55,47.0,2018-02-11,24,Away,CHO,W (+20),0,0.0,1.0,0.0,3.0,Norman Powell
56,48.0,2018-02-13,24,Home,MIA,W (+3),0,0.0,0.0,,2.0,Norman Powell
57,49.0,2018-02-14,24,Away,CHI,W (+24),0,0.0,5.0,0.0,1.0,Norman Powell
58,,2018-02-23,24,Home,MIL,L (-3),Did Not Play,,,,9.0,Norman Powell
59,50.0,2018-02-26,24,Home,DET,W (+29),0,1.0,2.0,0.5,3.0,Norman Powell
60,51.0,2018-02-28,24,Away,ORL,W (+13),0,0.0,0.0,,2.0,Norman Powell
61,52.0,2018-03-02,24,Away,WAS,W (+7),1,0.0,1.0,0.0,2.0,Norman Powell
62,53.0,2018-03-04,24,Home,CHO,W (+5),0,0.0,2.0,0.0,2.0,Norman Powell
63,54.0,2018-03-06,24,Home,ATL,W (+16),0,1.0,2.0,0.5,2.0,Norman Powell
64,55.0,2018-03-07,24,Away,DET,W (+2),1,3.0,5.0,0.6,1.0,Norman Powell
65,56.0,2018-03-09,24,Home,HOU,W (+3),1,0.0,5.0,0.0,2.0,Norman Powell
66,57.0,2018-03-11,24,Away,NYK,W (+26),1,1.0,4.0,0.25,2.0,Norman Powell
67,58.0,2018-03-13,24,Away,BRK,W (+14),1,1.0,2.0,0.5,2.0,Norman Powell
68,,2018-03-15,24,Away,IND,W (+7),Inactive,,,,2.0,Norman Powell
69,,2018-03-16,24,Home,DAL,W (+7),Inactive,,,,1.0,Norman Powell
70,59.0,2018-03-18,24,Home,OKC,L (-7),0,1.0,2.0,0.5,2.0,Norman Powell
71,60.0,2018-03-20,24,Away,ORL,W (+7),0,2.0,4.0,0.5,2.0,Norman Powell
72,61.0,2018-03-21,24,Away,CLE,L (-3),0,0.0,1.0,0.0,1.0,Norman Powell
73,62.0,2018-03-23,24,Home,BRK,W (+4),0,0.0,1.0,0.0,2.0,Norman Powell
74,,2018-03-25,24,Home,LAC,L (-11),Did Not Play,,,,2.0,Norman Powell
75,63.0,2018-03-27,24,Home,DEN,W (+4),0,1.0,2.0,0.5,2.0,Norman Powell
76,64.0,2018-03-31,24,Away,BOS,L (-11),0,0.0,2.0,0.0,4.0,Norman Powell
77,65.0,2018-04-03,24,Away,CLE,L (-6),0,1.0,2.0,0.5,3.0,Norman Powell
78,66.0,2018-04-04,24,Home,BOS,W (+18),0,0.0,4.0,0.0,1.0,Norman Powell
79,67.0,2018-04-06,24,Home,IND,W (+19),0,0.0,0.0,,2.0,Norman Powell
80,68.0,2018-04-08,24,Home,ORL,W (+11),1,3.0,7.0,0.429,2.0,Norman Powell
81,69.0,2018-04-09,24,Away,DET,W (+10),0,0.0,6.0,0.0,1.0,Norman Powell
82,70.0,2018-04-11,24,Away,MIA,L (-7),0,0.0,0.0,,2.0,Norman Powell
1,1.0,2018-04-14,24,Home,WAS,W (+8),0,0.0,0.0,,3.0,Norman Powell
2,2.0,2018-04-17,24,Home,WAS,W (+11),0,0.0,1.0,0.0,3.0,Norman Powell
3,3.0,2018-04-20,24,Away,WAS,L (-19),0,1.0,3.0,0.33299999999999996,3.0,Norman Powell
4,,2018-04-22,24,Away,WAS,L (-8),Did Not Play,,,,2.0,Norman Powell
5,4.0,2018-04-25,24,Home,WAS,W (+10),0,0.0,1.0,0.0,3.0,Norman Powell
6,,2018-04-27,24,Away,WAS,W (+10),Did Not Play,,,,2.0,Norman Powell
7,,2018-05-01,24,Home,CLE,L (-1),Did Not Play,,,,4.0,Norman Powell
8,5.0,2018-05-03,24,Home,CLE,L (-18),0,0.0,1.0,0.0,2.0,Norman Powell
9,,2018-05-05,24,Away,CLE,L (-2),Did Not Play,,,,2.0,Norman Powell
10,6.0,2018-05-07,24,Away,CLE,L (-35),0,0.0,1.0,0.0,2.0,Norman Powell
1,1.0,2017-10-19,24,Home,CHI,W (+17),1,3.0,6.0,0.5,N/A,Lucas Nogiera
2,2.0,2017-10-21,24,Home,PHI,W (+34),1,0.0,1.0,0.0,2.0,Lucas Nogiera
3,3.0,2017-10-23,24,Away,SAS,L (-4),1,0.0,3.0,0.0,2.0,Lucas Nogiera
4,4.0,2017-10-25,24,Away,GSW,L (-5),1,0.0,1.0,0.0,2.0,Lucas Nogiera
5,5.0,2017-10-27,24,Away,LAL,W (+9),1,0.0,3.0,0.0,2.0,Lucas Nogiera
6,6.0,2017-10-30,24,Away,POR,W (+14),1,2.0,4.0,0.5,3.0,Lucas Nogiera
7,7.0,2017-11-01,24,Away,DEN,L (-18),1,1.0,5.0,0.2,2.0,Lucas Nogiera
8,8.0,2017-11-03,24,Away,UTA,W (+9),1,2.0,4.0,0.5,2.0,Lucas Nogiera
9,9.0,2017-11-05,24,Home,WAS,L (-11),1,1.0,4.0,0.25,2.0,Lucas Nogiera
10,10.0,2017-11-07,24,Home,CHI,W (+5),1,1.0,3.0,0.33299999999999996,2.0,Lucas Nogiera
11,11.0,2017-11-09,24,Home,NOP,W (+4),1,2.0,5.0,0.4,2.0,Lucas Nogiera
12,12.0,2017-11-12,24,Away,BOS,L (-1),1,0.0,0.0,,3.0,Lucas Nogiera
13,,2017-11-14,24,Away,HOU,W (+16),Inactive,,,,2.0,Lucas Nogiera
14,,2017-11-15,24,Away,NOP,W (+9),Inactive,,,,1.0,Lucas Nogiera
15,,2017-11-17,24,Home,NYK,W (+23),Inactive,,,,2.0,Lucas Nogiera
16,,2017-11-19,24,Home,WAS,W (+9),Inactive,,,,2.0,Lucas Nogiera
17,13.0,2017-11-22,24,Away,NYK,L (-8),0,3.0,4.0,0.75,3.0,Lucas Nogiera
18,14.0,2017-11-24,24,Away,IND,L (-3),0,1.0,5.0,0.2,2.0,Lucas Nogiera
19,15.0,2017-11-25,24,Away,ATL,W (+34),0,3.0,6.0,0.5,1.0,Lucas Nogiera
20,16.0,2017-11-29,24,Home,CHO,W (+13),0,2.0,5.0,0.4,4.0,Lucas Nogiera
21,17.0,2017-12-01,24,Home,IND,W (+5),0,1.0,5.0,0.2,2.0,Lucas Nogiera
22,18.0,2017-12-05,24,Home,PHO,W (+13),0,0.0,2.0,0.0,4.0,Lucas Nogiera
23,19.0,2017-12-08,24,Away,MEM,W (+9),0,0.0,1.0,0.0,3.0,Lucas Nogiera
24,20.0,2017-12-10,24,Away,SAC,W (+15),0,0.0,1.0,0.0,2.0,Lucas Nogiera
25,21.0,2017-12-11,24,Away,LAC,L (-5),0,0.0,3.0,0.0,1.0,Lucas Nogiera
26,22.0,2017-12-13,24,Away,PHO,W (+6),0,0.0,2.0,0.0,2.0,Lucas Nogiera
27,23.0,2017-12-15,24,Home,BRK,W (+33),0,1.0,1.0,1.0,2.0,Lucas Nogiera
28,24.0,2017-12-17,24,Home,SAC,W (+15),0,2.0,2.0,1.0,2.0,Lucas Nogiera
29,25.0,2017-12-20,24,Away,CHO,W (+18),0,0.0,4.0,0.0,3.0,Lucas Nogiera
30,26.0,2017-12-21,24,Away,PHI,W (+5),0,0.0,1.0,0.0,1.0,Lucas Nogiera
31,27.0,2017-12-23,24,Home,PHI,W (+16),0,2.0,4.0,0.5,2.0,Lucas Nogiera
32,28.0,2017-12-26,24,Away,DAL,L (-5),0,1.0,4.0,0.25,3.0,Lucas Nogiera
33,29.0,2017-12-27,24,Away,OKC,L (-17),0,0.0,4.0,0.0,1.0,Lucas Nogiera
34,30.0,2017-12-29,24,Home,ATL,W (+13),0,1.0,5.0,0.2,2.0,Lucas Nogiera
35,,2018-01-01,24,Home,MIL,W (+4),Did Not Play,,,,3.0,Lucas Nogiera
36,31.0,2018-01-03,24,Away,CHI,W (+9),0,0.0,1.0,0.0,2.0,Lucas Nogiera
37,32.0,2018-01-05,24,Away,MIL,W (+19),0,0.0,1.0,0.0,2.0,Lucas Nogiera
38,33.0,2018-01-08,24,Away,BRK,W (+1),0,0.0,0.0,,3.0,Lucas Nogiera
39,34.0,2018-01-09,24,Home,MIA,L (-1),0,0.0,3.0,0.0,1.0,Lucas Nogiera
40,35.0,2018-01-11,24,Home,CLE,W (+34),0,2.0,5.0,0.4,2.0,Lucas Nogiera
